source,target
Julie Anne Robinson,Frédéric Auburtin
Kevin Munroe,Jonathan Hensleigh
NA,Alan Cohn
David Frankel,Chris Koch
Gus Van Sant,Miguel Arteta
Kevin Smith,Hyungrae Shim
James Wong,Mark Helfrich
Roger Michell,Michael Hoffman
Russell Mulcahy,Andrew Morahan
Peter Howitt,Kevin Allen
Louis Leterrier,James Isaac
Michael Bay,Marco Kreuzpaintner
NA,James Isaac
Donald Petrie,Joshua Logan
Jon Turteltaub,Paul Schrader
Don Bluth,Jeff Nichols
Angelina Jolie Pitt,Angelo Pizzo
Stephen Herek,Jim Sonzero
Evan Goldberg,Greg Tiernan
Michael Bay,Alan Rudolph
Josh Trank,Brad Anderson
Malcolm D. Lee,Phil Joanou
Burr Steers,Jeff Wadlow
Paul Thomas Anderson,Jason Reitman
Tarsem Singh,Clare Kilner
Harold Becker,John Patrick Shanley
NA,Davis Guggenheim
Mark Waters,Dennis Iliadis
Ben Stiller,Michael Dougherty
Michael CatonJones,Michael Dowse
Walter Hill,Gary Nelson
John Stockwell,Don Michael Paul
Gus Van Sant,Nicholas Meyer
David Frankel,Bob Clark
Paul Thomas Anderson,Chris Noonan
Walter Hill,Gregory Nava
Terrence Malick,Fred Durst
Barbet Schroeder,Bruce McCulloch
Irwin Winkler,Vincenzo Natali
Tobe Hooper,John Luessenhop
Steven Spielberg,Carroll Ballard
Brian Levant,Amy Heckerling
Shane Black,David S. Ward
Donald Petrie,William Brent Bell
Simon Wincer,Alan Shapiro
Doug Walker,Léa Pool
Paul Greengrass,Kenneth Lonergan
Doug Lefler,Anand Tucker
Kenneth Branagh,Paul Schrader
Steven Soderbergh,Dito Montiel
Bill Condon,Preston A. Whitmore II
Harold Ramis,Mike Binder
Anthony Minghella,Clare Kilner
Jesse Dylan,Aaron Seltzer
Scott Hicks,Alexander Payne
Robert Schwentke,Todd Field
Will Gluck,Mark Rosman
Pierre Morel,Christopher Spencer
David R. Ellis,Fred Wolf
Luke Greenfield,Nanette Burstein
Marc Forster,Jaume Balagueró
Alan J. Pakula,Dennis Iliadis
Robert Lorenz,Alfred Hitchcock
Rob Minkoff,Paul Mazursky
Ang Lee,Lenny Abrahamson
Todd Phillips,Jessy Terrero
Malcolm D. Lee,Bruce Hunt
James Bobin,Brian Henson
Shawn Levy,Mike Judge
NA,Sam Miller
Chuck Russell,Brad Anderson
Randall Wallace,Gregor Jordan
Harold Ramis,Chris Koch
Martin Campbell,Simon Curtis
Oliver Stone,Franklin J. Schaffner
James L. Brooks,Rick Famuyiwa
Phil Lord,Peter Atencio
Andy Tennant,Robert Harmon
Stanley Kubrick,Anthony Mann
Brad Bird,Jane Campion
Donald Petrie,Chris Koch
John Hamburg,Bob Rafelson
Dan Scanlon,John Turturro
Michael Mann,Jake Paltrow
Adam Shankman,Gaspar Noé
Kirk Jones,Kimberly Peirce
Joel Coen,Amy Heckerling
Jake Kasdan,Richard Attenborough
Joe Wright,Mark Herman
Paul Feig,Paul Schrader
CostaGavras,Atom Egoyan
Robert Wise,William Shatner
Oliver Stone,Jake Schreier
Chris Columbus,Eric Bress
Paul W.S. Anderson,Gina PrinceBythewood
Daniel Lee,Alan Yuen
Ken Kwapis,Sanaa Hamri
Steven Spielberg,Simon Curtis
Steve Hickner,John Badham
Kelly Asbury,Kenneth Johnson
David Pastor,Fede Alvarez
Phil Lord,Bryan Barber
Neil Burger,Denzel Washington
Pierre Coffin,Joe Nussbaum
Sean Anders,Thomas Bezucha
Barbet Schroeder,Herbert Ross
Joonho Bong,Jeewoon Kim
Eric Darnell,Ernest R. Dickerson
Martin Scorsese,R.J. Cutler
Eric Darnell,Lionel C. Martin
Stephen Herek,Ed Harris
Henry Jaglom,James Ivory
David Ayer,R.J. Cutler
Gus Van Sant,Cathy Malkasian
Rupert Wyatt,David Raynr
Richard Shepard,Michael Radford
Luis Mandoki,Vincenzo Natali
Stephen Herek,Mike Binder
Scott Hicks,Phil Joanou
Ron Shelton,Jack Smight
Penny Marshall,Rachel Talalay
Peter Hedges,Sanaa Hamri
Noam Murro,James Isaac
Doug Lefler,Jonathan Teplitzky
Kirk De Micco,Bo Zenga
John Carpenter,Richard Williams
Dean Parisot,Mike Judge
John McTiernan,Daisy von Scherler Mayer
Rod Lurie,Benson Lee
George Armitage,Bonnie Hunt
Oliver Parker,Dexter Fletcher
Lasse Hallström,Alexander Payne
Brad Silberling,Juraj Jakubisko
Colin Trevorrow,David Lowery
James Wan,Darren Lynn Bousman
NA,Ethan Maniquis
Stephen Hopkins,Gillian Armstrong
JeanPierre Jeunet,Mike Barker
Wes Anderson,Michael Dinner
David Zucker,Jeffrey W. Byrd
Josh Trank,Theodore Melfi
JeanJacques Annaud,Mark L. Lester
David Silverman,Howard Zieff
Ruben Fleischer,Andrew Jarecki
Joel Coen,Charlie Kaufman
Steve Oedekerk,Robin Budd
Marc F. Adler,Edward Norton
Rob Minkoff,Cheryl Dunye
Chris Columbus,Stephen Chbosky
Oliver Hirschbiegel,James Ivory
Robert Redford,Robert Altman
Peter Chelsom,Emilio Estevez
Joe Dante,William Bindley
J.A. Bayona,David Lean
Lasse Hallström,Woody Allen
NA,John Badham
Jonathan Frakes,Andrea Di Stefano
David Zucker,Ben Stassen
Peter Hyams,Lars von Trier
Tommy O'Haver,Jason Friedberg
Wes Craven,Joe Carnahan
Steven Soderbergh,Kirk Wong
Barry Levinson,Bruce Paltrow
NA,Franklin J. Schaffner
Michael Tollin,Ellory Elkayem
Mark A.Z. Dippé,Tyler Perry
JeanMarc Vallée,Lee Toland Krieger
Doug Liman,Jon Kasdan
Walt Becker,Michael Chapman
Richard Shepard,Janusz Kaminski
Paul Feig,Christopher Guest
Angela Robinson,Steve McQueen
Luis Llosa,Sergey Bondarchuk
Matthew Vaughn,Simon Curtis
Dean Parisot,Christopher Guest
Warren Beatty,Michael Dinner
Julie Taymor,Giuseppe Tornatore
Sam Weisman,Glen Morgan
David Dobkin,Thomas Bezucha
David Ayer,James DeMonaco
Spike Lee,Steve Beck
David Cronenberg,Blake Edwards
Roger Michell,Neil LaBute
Ron Howard,Jamie Thraves
Renny Harlin,Juraj Jakubisko
Karey Kirkpatrick,Peter Hastings
David Twohy,Paul Schrader
Raja Gosnell,Lenny Abrahamson
Paul W.S. Anderson,Mark Romanek
Shawn Levy,Brendan Malloy
Frank Darabont,Ronald Neame
Tim Story,William Dear
Fedor Bondarchuk,Maksim Fadeev
James Gunn,Jon Kasdan
NA,Stuart Gordon
Joel Coen,Robert Altman
Mark Waters,John Blanchard
Paul Hunter,Steve Rash
Lee Tamahori,Christopher Smith
Warren Beatty,Harry Elfont
Peter Jackson,Noah Baumbach
Mark Dindal,Bronwen Hughes
Peter Lord,Mike Leigh
Hark Tsui,Charles Stone III
Danny Pang,Teddy Chan
Michael Bay,Dan Fogelman
Martin Campbell,David Schwimmer
Don Bluth,Gillian Armstrong
Joel Zwick,Michael Dinner
Luke Greenfield,Corey Yuen
Andrew Stanton,Bobcat Goldthwait
Jaume ColletSerra,Thomas Bezucha
Martin Campbell,Eric Bross
Noam Murro,Benedek Fliegauf
Francis Ford Coppola,Bob Clark
John Glen,John Guillermin
Tim Robbins,Chris Noonan
Peter Berg,Eric Blakeney
Andy Fickman,Anthony Bell
Guillermo del Toro,Scott Kalvert
Chuck Russell,Craig Bolotin
Stanley Kubrick,Jack Smight
Oliver Parker,Bonnie Hunt
David Mirkin,Richard Linklater
Jerry Zucker,Dennis Iliadis
Andrzej Bartkowiak,Jessy Terrero
Patrick Read Johnson,Penelope Spheeris
Clint Eastwood,Julian Jarrold
Brian Levant,Cory Edwards
Joseph Kahn,Mark Helfrich
Jared Hess,Jason Friedberg
Rawson Marshall Thurber,Chris Koch
Russell Mulcahy,Mel Brooks
Joseph Ruben,Lance Rivera
Oliver Stone,Shintaro Shimosawa
Richard Donner,David S. Ward
Frank Oz,Gene Quintano
Kevin Costner,Lone Scherfig
F. Gary Gray,Martin Weisz
Rob Reiner,Rowdy Herrington
Gus Van Sant,Bonnie Hunt
Lasse Hallström,Niels Arden Oplev
Tom Vaughan,Woody Allen
Michael Mann,George Hickenlooper
NA,Jamie Thraves
Stephen Hopkins,Peter Cattaneo
Chris Weitz,Alan Metter
McG,Derrick Borte
George Nolfi,Dave Borthwick
Lawrence Guterman,Bob Saget
Scott Hicks,Sanaa Hamri
Paul W.S. Anderson,Rick Famuyiwa
Brian Robbins,Robert Harmon
Spike Lee,Bob Clark
Robert Wise,Nicholas Meyer
J.J. Abrams,Richard Kwietniowski
NA,David S. Ward
Angela Robinson,Chris Koch
Diane Keaton,Richard Kelly
Nanette Burstein,Tom Hanks
Paul Weitz,Ethan Maniquis
Ron Underwood,Craig Bolotin
David Silverman,Nicolas Winding Refn
Stephen Daldry,Bill Paxton
Francis Lawrence,Patricia Rozema
Andy Tennant,David Nutter
Christophe Gans,Michael J. Bassett
Greg Mottola,Bruce McCulloch
Stephen Herek,Bart Freundlich
Steven Spielberg,Bob Odenkirk
Roland Emmerich,Eric Blakeney
Kevin Reynolds,Eric Bross
NA,Gregory Poirier
Josh Trank,Nicholas Jarecki
David McNally,Wayne Kramer
Thomas Carter,Jim Sonzero
Scott Hicks,Jodie Foster
Kevin Costner,Peter Cattaneo
Randall Wallace,Denzel Washington
John G. Avildsen,Mario Van Peebles
Bryan Singer,William Phillips
Yimou Zhang,Olivier Assayas
Clay Kaytis,Peter Atencio
Harold Ramis,John Hoffman
David R. Ellis,Katt Shea
Kevin Rodney Sullivan,E. Elias Merhige
Jonathan Levine,Jason Friedberg
Woody Allen,Steve Box
Joseph Kosinski,Michael Meredith
Kevin Reynolds,John Putch
Ron Underwood,Jon Hess
Barry Cook,Mark Romanek
Barry Levinson,Drew Barrymore
David Gordon Green,Thomas Bezucha
Ridley Scott,Gurinder Chadha
Ivan Reitman,Stefan Ruzowitzky
Colin Strause,Jeffrey W. Byrd
Walter Hill,David Hayter
John Carpenter,Alfred Hitchcock
Ryan Coogler,Tyler Perry
Jonathan Liebesman,Greg Coolidge
Susanna White,Camille Delamarre
Matt Reeves,Peter Medak
NA,David Hackl
Andrey Konchalovskiy,Christopher Cain
George A. Romero,Jamie Blanks
Brad Bird,Jay Duplass
Jim Sheridan,Henry Joost
Alexander Payne,Martha Coolidge
Chuck Russell,Christopher Erskin
Randall Wallace,Martin Weisz
Wes Craven,Neil LaBute
Jaume ColletSerra,Mabrouk El Mechri
Scott Hicks,Michael Winterbottom
Walter Salles,Xavier Gens
Larry Charles,William Bindley
Tim Robbins,Gavin O'Connor
Oliver Hirschbiegel,Brad Anderson
Keenen Ivory Wayans,Adam Rifkin
Michael Bay,Jason Connery
NA,Léa Pool
Paul Verhoeven,Gregory Poirier
Dennis Dugan,John Waters
Charles Shyer,Richard Benjamin
Akiva Schaffer,Courtney Solomon
William Friedkin,John Boorman
Judd Apatow,RZA
Angelina Jolie Pitt,James Watkins
Stephen Herek,Xavier Gens
Lana Wachowski,Julio DePietro
Robert Schwentke,John Turturro
Mike Nichols,Brad Anderson
David Silverman,Albert Brooks
Burr Steers,Rowan Joffe
J.B. Rogers,Bruce Hunt
Matthew Vaughn,Terence Davies
John Pasquin,Howard Zieff
Chris Noonan,Kurt Wimmer
Shawn Levy,Scott Kalvert
Doug Liman,Jake Scott
NA,James DeMonaco
John Carpenter,Charles T. Kanganis
Paul Weiland,Douglas McGrath
Richard Shepard,Patricia Riggen
David Gordon Green,Mark Mylod
Mikael Håfström,John Bonito
Donald Petrie,Howard Zieff
Paul Greengrass,James DeMonaco
Paul Feig,Robert Ben Garant
Bill Condon,Michael Schultz
Jonathan Demme,Rick Famuyiwa
Richard Curtis,Paul Abascal
Oliver Stone,Peter Medak
Tom Vaughan,Sergio Leone
Spike Jonze,Christopher Guest
Dean DeBlois,Ralph Fiennes
Terence Young,Alfred Hitchcock
Bill Condon,Salim Akil
Taylor Hackford,Rob Zombie
Sergey Bodrov,John Erick Dowdle
Stephen Hopkins,Todd Field
Andrzej Bartkowiak,Mark Piznarski
Bobby Farrelly,Drew Barrymore
Curtis Hanson,Jeff Kanew
Bobby Farrelly,Brian Koppelman
James Cameron,John Sayles
Ron Maxwell,Lance Hool
Rob Minkoff,Timothy Björklund
Christophe Gans,Scott Walker
Ben Affleck,Takashi Shimizu
Barry Levinson,Juraj Jakubisko
Doug Lefler,Stephan Elliott
Christopher Nolan,John Sayles
Phil Lord,Nima Nourizadeh
Betty Thomas,Mark Romanek
Sam TaylorJohnson,Rowan Joffe
Ericson Core,Fred Schepisi
James Wong,Glen Morgan
Jay Russell,Udayan Prasad
Terrence Malick,Jeff Nichols
J.J. Abrams,Tamara Jenkins
Brian Levant,William Bindley
J.A. Bayona,Mary McGuckian
Malcolm D. Lee,George Gallo
Les Mayfield,Bronwen Hughes
Clint Eastwood,Derek Cianfrance
Kenneth Branagh,Richard Kwietniowski
Robert Schwentke,Bob Dolman
Paul Weitz,Dan Mazer
Brad Furman,James Mather
Neil Burger,Paul Schrader
Steve Pink,Richard Kelly
Chris Carter,Victor Salva
Ridley Scott,David E. Talbert
JeanPierre Jeunet,Gaspar Noé
Richard Loncraine,Robert Altman
Garth Jennings,Chris Koch
Chris Miller,Michael Meredith
Renny Harlin,Lionel C. Martin
Marc F. Adler,Sidney Lumet
Shawn Levy,Bobcat Goldthwait
Bobby Farrelly,Mary Lambert
Larry Charles,Catherine Owens
Craig Gillespie,Craig Brewer
Stephen Herek,Michel Hazanavicius
Don Bluth,Lars von Trier
Norman Jewison,Sergey Bondarchuk
Stig Bergqvist,Igor Kovalyov
Doug Liman,Kriv Stenders
Sylvester Stallone,Jon Hess
Robert Luketic,Alan Cohn
Peter Weir,David Schwimmer
Doug Liman,Floria Sigismondi
Stephen Daldry,Christian Carion
Hugh Hudson,Michael Winterbottom
Michael CatonJones,Mark Romanek
James Gunn,William Phillips
Yimou Zhang,Chuan Lu
John Schultz,Chris Koch
Chris Noonan,Igor Kovalyov
Sydney Pollack,Nicholas Jarecki
James Cameron,Matty Rich
Steven Soderbergh,Shintaro Shimosawa
Wayne Wang,Vadim Perelman
Steve Miner,Mario Van Peebles
Sam Raimi,Jonas Elmer
David McNally,Sara Sugarman
Steven Brill,Daisy von Scherler Mayer
John Dahl,Josef Rusnak
Steve Miner,Herbert Ross
Brad Peyton,Marcus Raboy
Paul King,Julian Jarrold
Richard Lester,Sidney J. Furie
David Cronenberg,Robert Altman
Christopher Barnard,Léa Pool
Clark Johnson,Peter Cousens
JeanPaul Rappeneau,Guillaume Canet
McG,Tom Elkins
NA,Tom Brady
Jesse Dylan,Robert Iscove
David Lynch,Mike Leigh
Mark Waters,Lijun Sun
John Whitesell,Erik White
Miguel Sapochnik,Fernando Meirelles
Tony Scott,Floyd Mutrux
Donald Petrie,Michael Dougherty
Woody Allen,David Lean
Sam Weisman,Clare Kilner
Wes Craven,Steve Beck
Sydney Pollack,Carroll Ballard
Andy Tennant,Danny Leiner
Mark Neveldine,Susanne Bier
Irwin Winkler,Jim Sonzero
Richard Loncraine,Gregor Jordan
Burr Steers,Chris Koch
Ruben Fleischer,Nicolas Winding Refn
M. Night Shyamalan,Michael Clancy
Kinka Usher,Stefan Ruzowitzky
Anne Fletcher,Thomas Bezucha
Ken Kwapis,Andrew Fleming
Wes Craven,Andrew Fleming
Sofia Coppola,Jeff Tremaine
Robert Wise,Leonard Nimoy
Brett Ratner,Doug Atchison
John Woo,David Schwimmer
Penny Marshall,Daniel Barnz
Stephen Frears,Brian Percival
James Gartner,Sanaa Hamri
Lee Toland Krieger,Callie Khouri
Mike Newell,Dan Gilroy
David Mamet,John Turturro
Stephen Norrington,John Waters
Paul Tibbitt,Davis Guggenheim
Michael CatonJones,Lars von Trier
Wayne Wang,James Ivory
Peter Hewitt,Trent Cooper
Etan Cohen,Thomas Bezucha
JeanMarie Poiré,Stuart Gillard
Roger Spottiswoode,Tuck Tucker
JeanJacques Annaud,Fred Schepisi
Taylor Hackford,Michael Chapman
Neil Jordan,Rowdy Herrington
Richard Curtis,Audrey Wells
Luc Besson,William A. Graham
Steve Oedekerk,Guillaume Ivernel
Burr Steers,Damon Santostefano
Rob Cohen,Tom Elkins
Barry Levinson,Michael Polish
Tom Hooper,Jake Paltrow
Wes Craven,Henry Joost
Martin Scorsese,John Sayles
Joel Schumacher,Terence Davies
Renny Harlin,Dustin Hoffman
Sean Penn,David Anspaugh
Colin Strause,Eric Valette
Jonathan Lynn,Rowan Joffe
Raja Gosnell,Theodore Witcher
McG,Mary Harron
Peter Segal,Christopher Guest
Ruben Fleischer,Derek Cianfrance
David R. Ellis,Mark Rosman
Zack Snyder,Charles Binamé
Steve Boyum,Corey Yuen
Sam Mendes,Tony Richardson
Peter Berg,Michael Corrente
Joe Wright,Julian Gilbey
Jaume ColletSerra,Rowdy Herrington
Paul Weiland,Anthony Bell
Andrew Stanton,Eli Roth
Anthony Russo,Keith Gordon
Oliver Stone,Dario Argento
Lee Tamahori,Julian Gilbey
Jonathan Mostow,Mark Rydell
George A. Romero,Jon Poll
Donald Petrie,Tom Green
Guillermo del Toro,Troy Duffy
Tim Hill,Antonio Banderas
Patrick Lussier,Jeff Nichols
Stig Bergqvist,John Eng
Simon West,Leon Ichaso
Danny Cannon,Bill Paxton
Brian Helgeland,Michel Hazanavicius
Hyungrae Shim,Nigel Cole
Steven Soderbergh,Dan Fogelman
Spike Lee,Perry Andelin Blake
NA,Benedikt Erlingsson
Roland Emmerich,Nicole Holofcener
NA,Gurinder Chadha
David Lynch,Robert Altman
Stephen Herek,Phil Traill
Jaume ColletSerra,Vadim Perelman
Stephen J. Anderson,Kevin Allen
M. Night Shyamalan,Linda Mendoza
Shekhar Kapur,Udayan Prasad
Ridley Scott,David Oelhoffen
Jim Sheridan,Brian A Miller
Robert Schwentke,Katherine Dieckmann
Jesse Dylan,Rick Rosenthal
NA,Andy Garcia
Francis Ford Coppola,William Bindley
Moustapha Akkad,Sergey Bondarchuk
Peter Jackson,Rodrigo García
Wolfgang Petersen,John Sayles
Spike Lee,Josef Rusnak
NA,Valeri Milev
Taylor Hackford,Rick Famuyiwa
Mike Mitchell,Ken Shapiro
Shawn Levy,Roger Vadim
Gary Fleder,Perry Andelin Blake
Michael Apted,Tom Elkins
Curtis Hanson,Wayne Beach
Terrence Malick,Tommy Lee Jones
Joel Schumacher,Scott Marshall
Paul Weitz,Eric Bross
Neil Burger,Tim Blake Nelson
Clint Eastwood,Davis Guggenheim
Joel Coen,Dan Curtis
Shekhar Kapur,James Marsh
Rob Letterman,John Carney
Robert Zemeckis,Keith Gordon
Shawn Levy,Tom Elkins
NA,Kriv Stenders
Luc Besson,Olatunde Osunsanmi
James Wong,Kevin Greutert
David Lynch,William A. Fraker
Gavin O'Connor,Scott Frank
John Carpenter,Jim Goddard
Stephen Frears,Terry George
Hayao Miyazaki,Bonnie Hunt
Woody Allen,Nigel Cole
Tate Taylor,Tyler Perry
Steven Spielberg,Ol Parker
Chris Weitz,Guy Hamilton
Sean Anders,Douglas Aarniokoski
Harold Becker,Mary Lambert
Quentin Tarantino,Terence Davies
Akiva Schaffer,Michael Mayer
Steven Seagal,Peter Farrelly
Richard Lester,Rob Zombie
Joel Coen,Brad Anderson
Vincenzo Natali,Michael Winterbottom
James McTeigue,James Ivory
Woody Allen,James Bridges
Dominic Sena,Joshua Seftel
Andy Tennant,Cheryl Dunye
Paul Thomas Anderson,Todd StraussSchulson
Will Finn,Alan Metter
David Zucker,John Hoffman
Sofia Coppola,Bob Clark
Betty Thomas,Mike Judge
Diane Keaton,Todd Haynes
Joss Whedon,Stephen Milburn Anderson
Roland Emmerich,Tony Richardson
Ron Underwood,Allan Arkush
Harold Ramis,Stefan Ruzowitzky
Martin Campbell,Adam Brooks
Bruce Hunt,Tyler Perry
Chris Columbus,Ben Younger
Taylor Hackford,Kirk Wong
Richard Shepard,Chris Koch
Richard LaGravenese,Joe Nussbaum
Brian De Palma,Joseph Zito
McG,Don Kempf
Mike Mitchell,Thomas Vinterberg
Jay Roach,Eric Bross
Phil Lord,Jorma Taccone
Bobby Farrelly,George Hickenlooper
John Landis,James Ivory
Sngmoo Lee,Terry Zwigoff
James Gray,Callie Khouri
McG,Aaron Schneider
Steven Spielberg,Guy Hamilton
Eric Darnell,Matty Rich
Rupert Wyatt,Scott Kalvert
Yuefeng Song,Stephen Chow
John Herzfeld,Kevin Tancharoen
Sam TaylorJohnson,Robert Altman
Ethan Coen,Anthony Bell
Kenneth Branagh,Erik Canuel
Phillip Noyce,Peter Faiman
George A. Romero,Darren Lynn Bousman
David O. Russell,Franco Zeffirelli
Miguel Arteta,Richard Linklater
Bryan Singer,Mark Tonderai
Garry Marshall,Wallace Wolodarsky
David Twohy,Ben Younger
Nimród Antal,Michael Dowse
Walter Hill,Gabe Ibáñez
Sean Penn,Kevin Greutert
Hugh Hudson,Uli Edel
Andrew Adamson,Ian Fitzgibbon
Guy Ritchie,Ole Christian Madsen
Iain Softley,Jake Paltrow
Robert Schwentke,Emily Young
Sam Weisman,Brad Anderson
NA,John Sayles
Lawrence Kasdan,Abel Ferrara
Lewis Gilbert,Richard Williams
Akiva Goldsman,Gregory Jacobs
Gary Fleder,Dennis Iliadis
Shawn Levy,Andrew Currie
Rod Lurie,Lars von Trier
Kirk Jones,Chris Koch
Paul Michael Glaser,Rachel Talalay
Jon Amiel,Olatunde Osunsanmi
David Leland,Billy Ray
Scott Hicks,Shana Feste
Robert Zemeckis,Lynne Ramsay
Joe Wright,Nicole Holofcener
Brad Silberling,Arthur Hiller
Stephen Gaghan,Dennis Iliadis
David Fincher,Tony Richardson
Kenneth Branagh,Edward Hall
James Algar,Léa Pool
Anne Fletcher,István Szabó
Tobe Hooper,Thomas Bezucha
Alexander Payne,Douglas McGrath
D.J. Caruso,Peter Sollett
Chuck Bowman,Bruce Paltrow
David Lean,Bob Rafelson
Brian Helgeland,Mark L. Lester
Jay Roach,Mel Smith
Kevin Munroe,Steve Rash
Raja Gosnell,Ben Younger
Dennis Dugan,Tom Brady
George A. Romero,Rob Schmidt
Kevin Costner,Ruairi Robinson
Malcolm D. Lee,Jonathan Jakubowicz
Steve Miner,Glen Morgan
Wilson Yip,Stephen Chow
Tobe Hooper,Ed Harris
M. Night Shyamalan,David Jacobson
Phil Lord,Bob Odenkirk
Clint Eastwood,Mike Judge
Peter Howitt,Vadim Perelman
Irwin Winkler,Robert Altman
Luis Mandoki,Paul Gross
Sam Raimi,Brian Klugman
Adam Shankman,Leon Ichaso
Igor Kovalyov,Cathy Malkasian
Robert Zemeckis,Stephen Milburn Anderson
Ron Howard,Ol Parker
Carlos Saldanha,John Sayles
Diane Keaton,Jody Hill
Igor Kovalyov,John Eng
Jacques Perrin,Léa Pool
Jerry Zucker,Simon Curtis
Brian Levant,Bob Saget
Andrew Bergman,Matt Williams
Burr Steers,Robert Harmon
John Gray,Joe Nussbaum
Dennie Gordon,Daniel Barnz
Woody Allen,Tony Goldwyn
Stefen Fangmeier,Julian Gilbey
Jay Roach,Katherine Dieckmann
Tarsem Singh,Marcus Dunstan
Stanley Kubrick,Franklin J. Schaffner
Brian Robbins,Mark Christopher
Stephen Herek,Jamie Blanks
Peter Howitt,Christian E. Christiansen
James Cameron,Patrick Stettner
Dan Scanlon,Oren Moverman
Akiva Schaffer,Stefan Ruzowitzky
NA,Troy Duffy
Eric Leighton,Martin Lawrence
Ericson Core,Jason Connery
Stephen Sommers,Spencer Susser
JeanJacques Annaud,Jay Duplass
Spike Lee,Craig Brewer
JeanMarie Poiré,Anand Tucker
Lewis Gilbert,Blake Edwards
Andrzej Bartkowiak,Lijun Sun
Taylor Hackford,John Erick Dowdle
Curtis Hanson,Brad Anderson
Hayao Miyazaki,Tom McCarthy
Sam Raimi,David Atkins
Martin Campbell,Ian Sharp
NA,Fina Torres
Simon West,Kriv Stenders
Edgar Wright,David Schwimmer
Baltasar Kormákur,Mike Judge
Jaume ColletSerra,James Foley
CostaGavras,Joel Gallen
Sanaa Hamri,Joe Carnahan
Steve Pink,Glen Morgan
Raja Gosnell,Emily Young
Albert Hughes,Theodore Witcher
Nicholas Stoller,Rodrigo Cortés
